text,punchline,glm_0shot_out,glm_0shot_punchline,gpt_0shot_punchline,gpt_5shot_punchline,primitive,baidu
伯伯拉车，画家写生画了一幅《伯拉图》,伯拉图,"""画伯拉图""",画伯拉图,伯拉图,伯拉图,柏拉图,柏拉图
下巴涂抹了生发灵，胡子欲出。,胡子欲出,"""胡子欲出"" 这个笑点主要是因为描述下巴上涂抹了生发灵后,胡须开始生长的情况,非常滑稽和荒谬。",胡子欲出,胡子欲出,胡子欲出,呼之欲出,胡子语出
丞相有张大人的小把柄，张大人小恐丞相。,小恐丞相,"""小把柄""",小把柄,张大人小恐丞相,张大人小恐丞相,小孔成像,小孔成像
纹身师出师需要毕业论纹。,毕业论纹,"""毕业论纹"" 这个笑话的笑点在于,纹身师需要完成一个毕业论纹的任务,才能出师,而这个任务看起来像是一个荒谬的要求,因此引发了幽默效果。",毕业论纹,论纹,毕业论纹,毕业论文,毕业论文
导师退了我的论文，让我做了三次设计，或许这就是退毕三设。,退毕三设,"""退毕三设""",退毕三设,退毕三设,退毕三设,退避三舍,退避三舍
钢铁侠战甲锈了，就不能拯救别人了，他只能锈手旁观。,锈手旁观,"""锈手旁观""",锈手旁观,锈手旁观,锈手旁观,袖手旁观,袖手旁观
太阳晒一下就可以产生的元素，或许这就是微晾元素。,微晾元素,"""微晾元素"" ",微晾元素,胶借皂,微晾元素,微量元素,微量元素
铸铁水管刷黄漆，装作锈迹，原来是模仿锈。,模仿锈,"""模仿锈""",模仿锈,模仿锈,模仿锈,模仿秀,模仿秀
邮差走的路，是通讯路。,通讯路,"""邮差"" 是这个笑话最重要的笑点关键词。",邮差,通讯路,通讯路,通讯录,通讯录
关羽比邢道荣更快拿到焊工证，或许这就是英雄好焊。,英雄好焊,"""英雄好焊"" 这个笑点关键词是因为这个笑话暗示了关羽是一个英雄,而邢道荣可能不够专业,但是关羽比邢道荣更快地拿到了焊工证,这表明他比邢道荣更适合做这件事,因此成为一个笑点。",英雄好焊,英雄好焊,英雄好焊,英雄好汉,英雄好汉
朋友要打包快递，要洗澡，于是借胶借皂。,借胶借皂,"""借胶借皂"" 这个词语的笑点在于暗示朋友打包快递时需要借用物品,而朋友却借不到,导致出现了尴尬的场景。",借胶借皂,胶借皂,胶借皂,戒骄戒躁,戒骄戒躁
区里有短处，区长很负责，区长补短。,区长补短,"""补短""",补短,区长补短,区长补短,取长补短,取长补短
八个小偷被抓起来，每个人的供词都不一样，或许这就是胡说八盗。,胡说八盗,"""胡说八盗"" 这个词语的笑点在于暗示了小偷们可能并不是真的被盗,而是被冤枉了,因此每个人的供词都不同。",胡说八盗,胡说八盗,胡说八盗,胡说八道,胡说八道
王先生进了一次监狱永远忘不了，或许这就是一牢永忆。,一牢永忆,监狱。,监狱,一牢永忆,一牢永忆,一劳永逸,一劳永逸
我和朋友被老师抽查背课文，我们共同承认不会，共认不会。,共认不会,"""共认不会"" 这个词语包含了两个笑点,一是老师抽查背课文,二是两个人共同承认不会背课文。",共认不会,共认不会,共认不会,供认不讳,供认不讳
小时候赌气，经常就是不吃饭，我当时怒不可饿。,怒不可饿,"""赌气""",赌气,怒不可饿,怒不可饿,怒不可遏,怒不可遏
村里靠吼传递信息，村长要开会叫人，大家听不见，让我帮忙，我成了助叫。,助叫,"""助叫""",助叫,助叫,助叫,助教,猪脚
设计了屋子里的电路，设计师画了新电图。,新电图,"""新电图""",新电图,新电图,新电图,心电图,心电图
开除掉月薪过亿的员工给其他员工看是一种裁亿展示。,裁亿展示,"""裁亿展示""",裁亿展示,裁亿展示,裁亿展示,才艺展示,才艺展示
连长会背《爱连说》,爱连说,"""背《爱连说》"" 是这个笑话最重要的笑点关键词。",背《爱连说》,爱连说,爱连说,爱莲说,爱莲说
带上了头巾，大家嘲笑我，原来我戴的是忍俊不巾。,忍俊不巾,"""忍俊不禁""",忍俊不禁,忍俊不巾,忍俊不巾,忍俊不禁,忍俊不禁
买了很多画布，要做个狠人，大家都说人很画布多。,人很画布多,"""画布多""",画布多,人很画布多,人很画布多,人狠话不多,人狠话不多
吃的掉地上，成了陨食。,陨食,"""陨食"" ",陨食,陨食,陨食,陨石,运势
期中考试大家考的都不好，原来期中必有蹊跷。,期中必有蹊跷,蹊跷。,蹊跷,期中必有蹊跷,期中必有蹊跷,其中必有蹊跷,其中必有蹊跷
曹丕有事找甄夫人，于是传甄姬。,传甄姬,"""传甄姬""",传甄姬,传甄姬,传甄姬,传真机,传真机
劫匪近三个月劫富平均每周三次，近六个月平均每周四次。或许这就是劫富记频。,劫富记频,"""劫富记频"" 这个词语的笑点在于揭示了劫匪的行为模式,以及他们似乎非常关注如何最大化自己的劫掠频率和收益。因此,这个词语是这个笑话最重要的笑点之一。",劫富记频,劫富记频,劫富记频,劫富济贫,劫富济贫
鸡吞打火石，会成为内燃鸡。,内燃鸡,"""内燃"" ",内燃,内燃鸡,内燃鸡,内燃机,内燃机
重水养螺蛳，会养成螺蛳氘。,螺蛳氘,"""重水"" 是这个笑话最重要的笑点关键词。",重水,螺蛳氘,螺蛳氘,螺丝刀,螺丝刀
火机点烟，点到为止。,点到为止,"""点到为止"" 是这个笑话最重要的笑点关键词。",点到为止,点到为止,点到为止,点到为止,点到为止
随身带着易拉罐，冒充随身听。,随身听,"""易拉罐""",易拉罐,冒充随身听,冒充随身听,随身听,随身听
今天全场半价，原来是五折天。,五折天,"""五折天"" 是这个笑话最重要的笑点关键词。",五折天,五折天,五折天,武则天,武则天
讨论爷爷，祖父被论。,祖父被论,"""祖父悖论"" 是这个笑话最重要的笑点关键词。",祖父悖论,祖父被论,祖父被论,祖父悖论,祖父悖论
拒绝说感谢的他是拒谢座。,拒谢座,"""座"" 因为这个笑话的笑点在于这个人物拒绝说感谢,却选择了一个更加委婉的方式来表达感谢,但还是被拒绝了,因此他被称为 ""拒谢座""。",座,拒谢座,拒谢座,巨蟹座,巨蟹座
我姑姑带我去看病，大夫正在诊断，我姑姑就在旁边给大夫吹风，在吹诊边风。,诊边风,"""吹诊边风"" 是这个笑话最重要的笑点关键词。",吹诊边风,吹诊边风,在吹诊边风,枕边风,枕边风
冰库可以冻物品，也是一种冻物园。,冻物园,"""冻物园""",冻物园,冻物园,冻物园,动物园,动物园
去外国动物园，可以把国际象骑。,国际象骑,"""国际象""",国际象,国际象骑,国际象骑,国际象棋,国际象棋
我拿着试电笔决定拍一期探电视频。,探电,"""试电笔""",试电笔,探电视频,探电视频,探店,谈点
李白搬砖，会写工程诗。,工程诗,"""李白搬砖"" 中的笑点关键词是 ""李白"" 和 ""搬砖"",这两个词语的组合幽默风趣,让人忍俊不禁。",李白搬砖,工程诗,工程诗,工程师,工程师
开会鉴定名画是一场查画会。,查画会,"""查画会""",查画会,查画会,查画会,茶话会,茶话会
鱼缸滤水器，增氧泵这都是鱼家电。,鱼家电,"""鱼家电""",鱼家电,鱼家电,鱼家电,瑜伽垫,瑜伽垫
货轮扔下了船锚，可能停下来，也可能停不下来，因为他们扔的是薛定谔的锚。,薛定谔的锚,薛定谔的锚。,薛定谔的锚,薛定谔的锚,薛定谔的锚,薛定谔的猫,薛定谔的猫
和金轮法王打架是车轮战。,车轮战,"""车轮战""",车轮战,车轮战,车轮战,车轮战,车轮战
一个钳工潜水，然后憋了两分钟出水面呼吸空气，钳工进气。,钳工进气,"""进气""",进气,钳工进气,钳工进气,前功尽弃,前功尽弃
小王滑着长板溜下了长板坡。,长板坡,长板坡。,长板坡,长板坡,长板坡,长坂坡,长坂坡
为了住在社区，我买了住社器。,住社器,"""社区器"" 是这个笑话的笑点关键词。",社区器,住社器,住社器,注射器,注射器
好的扣子贵，折损品扣子便宜，或许这就是折扣价。,折扣价,"""折扣价""",折扣价,折扣价,折扣价,折扣价,折扣价
晒太阳脸被晒黑，会让我面部改色。,面部改色,"""面部改色"" 是这个笑话最重要的笑点关键词。",面部改色,面部改色,面部改色,面不改色,面不改色
绿巨人要摧毁一栋楼很简单，不费摧毁之力。,不费摧毁之力,"""摧毁之力"" 是这个笑话最重要的笑点关键词。",摧毁之力,不费摧毁之力,不费摧毁之力,不费吹灰之力,不费吹灰之力
敞篷车好贵，原来是因为上不封顶。,上不封顶,"""上不封顶""",上不封顶,上不封顶,上不封顶,上不封顶,上不封顶
保险柜本质上是钢铁匣。,钢铁匣,"""钢铁匣""",钢铁匣,钢铁匣,钢铁匣,钢铁侠,钢铁侠
邻居装修，手从墙里伸出来，墙中自有墙中手。,墙中自有墙中手,"""墙中手"" 是这个笑话最重要的笑点关键词。",墙中手,墙中手,墙中自有墙中手,强中自有强中手,强中自有强中手
衣服被雨淋了，融化没了。或许这就是雨融服。,雨融服,"""融化没了"" 这个笑话的笑点在于描述衣服被雨淋后融化没了,这是一个夸张的描述,让人感到好笑。",融化没了,雨融服,雨融服,羽绒服,羽绒服
把桶装水卸车再装车，会得到卸装水。,卸装水,"""卸装水""",卸装水,卸装水,卸装水,卸妆水,卸妆水
给朋友在微信上讲题，微信就成了教友软件。,教友软件,"""教友软件""",教友软件,教友软件,教友软件,交友软件,交友软件
别人说我衣衫不整，我给衣服镶颗钻石，大家说我衣衫衣衫亮晶晶。,衣衫衣衫亮晶晶,"""钻石""",钻石,衣衫亮晶晶,衣衫亮晶晶,一闪一闪亮晶晶,一闪一闪亮晶晶
一位老师傅经常陪着徒弟，但是儿子就很孤单，也不练功，就荒废了，或许这就是伴徒儿废。,伴徒儿废,"""伴徒儿废"" 这个词语的笑点在于暗示了老师傅经常陪着徒弟,但是儿子却因为不练功而荒废了,形成了一种对比和反差,从而引起读者的幽默感。",伴徒儿废,伴徒儿废,伴徒儿废,半途而废,半途而废
我和朋友同时想了一个虚数让对方猜，我们互相告诉对方虚部，没说实部，或许这就是实部相瞒。,实部相瞒,"""实部相瞒""",实部相瞒,实部相瞒,实部相瞒,实不相瞒,实不相瞒
聊选课也是一种唠科。,唠科,"""选课""",选课,唠科,唠科,唠嗑,唠嗑
教工食堂的厨师是师饭大学的。,师饭大学,"""师饭大学"" 是笑点关键词,因为这个词语暗示了这是一个与教育有关的场所,而将厨师分配到这个食堂,暗示了厨师可能没有接受过专门的烹饪培训,而是从师饭大学学习而来的。这个梗的笑点在于暗示了一个荒谬的场景,让人们感到出乎意料和好笑。",师饭大学,师饭大学,师饭大学的,师范大学,师范大学
医学生要记住五脏六腑，有人从功能记，有人从位置记小王不一样，他从肠记忆。,从肠记忆,"""肠记忆""",肠记忆,五脏六腑,肠记忆,从长计议,从长计议
这个馍大小颜色都很完美，堪称杰作，可以说是馍杰作了。,馍杰作,"""杰作""",杰作,馍杰作,馍杰作,摩羯座,摩羯座
邹忌买了新的熏香点燃了就出门了，忘了闻香味于是问妾，是什么香味，或许这就是忘闻问妾。,忘闻问妾,"""忘闻问妾"" 这个笑点的关键词主要是强调邹忌在熏香事件上的一个荒谬行为,他因为出门而忘记了闻香味,然后才向妾询问,这个过程中体现了他的粗心和缺乏细节观察的能力。这个笑点通过对比邹忌和妾的反应,制造出一种幽默的效果,让人忍俊不禁。",忘闻问妾,忘闻问妾,忘闻问妾,望闻问切,望闻问切
牛一喊老虎就害怕，因为出声牛犊不怕虎。,出声牛犊不怕虎,"""牛犊不怕虎""",牛犊不怕虎,牛犊不怕虎,牛犊不怕虎,初生牛犊不怕虎,初生牛犊不怕虎
钢琴一点也不出声的调子是空调。,空调,"""调子""",调子,空调,空调,空调,空调
龙是虚构的，因为有个话剧叫《龙虚构》,龙虚构,"""龙虚构""",龙虚构,龙虚构,龙虚构,龙须沟,龙须沟
喜欢玩儿玻璃球的我，特别健弹。,健弹,"""健弹""",健弹,健弹,健弹,健谈,简单
我的屁股在斜着的椅子上溜着溜着就不见了，溜溜没。,溜溜没,"""溜着溜着"" 这个词语是这个笑话最重要的笑点。",溜着溜着,屁股,溜溜没,溜溜梅,溜溜梅
孙膑：我曾是两膝动物。,两膝动物,"""两膝动物"" 这个词语的笑点在于描述了孙膑曾经是一个动物,但是他选择了用""两膝""来形容自己,而不是用更常见的""四肢""或""身体""。这种幽默的表达方式让人们感到意外和好笑。",两膝动物,两膝动物,两膝动物,两栖动物,两栖动物
还没擦干净，纸就用完了，或许这就是戛然而纸。,戛然而纸,"""戛然而纸"" 的笑点在于形容尴尬的局面,即将完成的动作与已经发生的事情之间的反差,让人感到出乎意料和滑稽。",戛然而纸,戛然而纸,戛然而纸,戛然而止,戛然而止
吃了一颗励志的药片，或许这就是励志片。,励志片,药片,药片,励志片,励志片,励志片,励志片
